Suburb,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Landsize_log,BuildingArea_log,Age
Albert Park,2.0,h,1455000.0,S,Thomson,3/09/2016,3.3,3206.0,2.0,1.0,0.0,Port Phillip,-37.845,144.9538,Southern Metropolitan,3280.0,5.075173815233827,4.5119150237363925,120.48892837721155
Albert Park,3.0,h,2850000.0,PI,Buxton,4/03/2017,3.3,3206.0,3.0,2.0,0.0,Port Phillip,-37.8481,144.9499,Southern Metropolitan,3280.0,5.356586274672012,5.293304824724492,128.0
Albert Park,3.0,h,1850000.0,S,Greg,4/03/2017,3.3,3206.0,3.0,2.0,0.0,Port Phillip,-37.8452,144.9488,Southern Metropolitan,3280.0,4.859812404361672,4.897839799950911,128.0
Albert Park,2.0,h,1436000.0,S,RT,4/03/2017,3.3,3206.0,2.0,1.0,0.0,Port Phillip,-37.8431,144.9565,Southern Metropolitan,3280.0,4.875197323201151,4.406719247264253,118.0
Albert Park,2.0,h,1110000.0,S,Marshall,6/08/2016,3.3,3206.0,1.0,1.0,0.0,Port Phillip,-37.8444,144.9484,Southern Metropolitan,3280.0,4.997212273764115,4.425294938317639,118.0
Albert Park,2.0,h,1550000.0,S,Sotheby's,7/05/2016,3.3,3206.0,2.0,1.0,1.0,Port Phillip,-37.8405,144.9521,Southern Metropolitan,3280.0,5.123963979403259,4.549132904774554,119.67916664458016
Albert Park,4.0,h,2300000.0,S,Marshall,7/05/2016,3.3,3206.0,4.0,2.0,1.0,Port Phillip,-37.8447,144.9523,Southern Metropolitan,3280.0,5.0369526024136295,5.198497031265826,138.0
Albert Park,3.0,t,1550000.0,VB,Marshall,7/11/2016,3.3,3206.0,3.0,2.0,2.0,Port Phillip,-37.8443,144.9598,Southern Metropolitan,3280.0,6.577861357721047,4.815243870332575,53.816169038604585
Albert Park,3.0,h,1800000.0,VB,Greg,7/11/2016,3.3,3206.0,3.0,2.0,1.0,Port Phillip,-37.8415,144.952,Southern Metropolitan,3280.0,4.890349128221754,5.075173815233827,22.0
Albert Park,2.0,h,2120000.0,S,Greg,10/09/2016,3.3,3206.0,2.0,1.0,1.0,Port Phillip,-37.8422,144.9554,Southern Metropolitan,3280.0,5.298317366548036,4.68213122712422,118.0
Albert Park,3.0,h,1800000.0,VB,Cayzer,10/09/2016,3.3,3206.0,3.0,1.0,1.0,Port Phillip,-37.8443,144.9579,Southern Metropolitan,3280.0,5.537334267018537,4.77984105945655,118.25600972438974
Albert Park,3.0,h,1800000.0,S,Marshall,10/09/2016,3.3,3206.0,3.0,2.0,1.0,Port Phillip,-37.8421,144.9571,Southern Metropolitan,3280.0,4.51085950651685,4.812184355372417,118.0
Albert Park,2.0,h,1810000.0,PI,Greg,10/12/2016,3.3,3206.0,2.0,1.0,0.0,Port Phillip,-37.8379,144.9539,Southern Metropolitan,3280.0,5.484796933490655,4.5201954968996825,116.33045850013445
Albert Park,3.0,h,2615000.0,S,Cayzer,10/12/2016,3.3,3206.0,3.0,2.0,1.0,Port Phillip,-37.8415,144.9585,Southern Metropolitan,3280.0,5.181783550292085,5.204006687076795,138.0
Albert Park,5.0,h,2100000.0,S,Greg,10/12/2016,3.3,3206.0,5.0,2.0,1.0,Port Phillip,-37.8436,144.9557,Southern Metropolitan,3280.0,5.472270673671475,5.098598117640398,120.32487181921852
Albert Park,3.0,h,1300000.0,S,hockingstuart,10/12/2016,3.3,3206.0,3.0,1.0,0.0,Port Phillip,-37.8422,144.94899999999996,Southern Metropolitan,3280.0,4.867534450455582,4.729487673324045,124.75443409132254
Albert Park,3.0,h,1370000.0,S,Greg,12/06/2016,3.3,3206.0,3.0,2.0,2.0,Port Phillip,-37.8451,144.9511,Southern Metropolitan,3280.0,5.635415646051683,4.454347296253507,18.0
Albert Park,2.0,h,1000000.0,S,Cayzer,12/11/2016,3.3,3206.0,2.0,1.0,0.0,Port Phillip,-37.8407,144.9523,Southern Metropolitan,3280.0,5.666426688112432,3.718534041069197,107.78532736186503
Albert Park,3.0,h,2575000.0,S,Greg,15/10/2016,3.3,3206.0,3.0,2.0,1.0,Port Phillip,-37.8445,144.9501,Southern Metropolitan,3280.0,5.43372200355424,5.063721379475706,135.91471151587803
Albert Park,2.0,h,1322500.0,S,Greg,15/10/2016,3.3,3206.0,2.0,1.0,0.0,Port Phillip,-37.8443,144.9481,Southern Metropolitan,3280.0,5.0106352940962555,4.59511985013459,128.0
Albert Park,2.0,h,1562500.0,S,Greg,15/10/2016,3.3,3206.0,2.0,1.0,0.0,Port Phillip,-37.8424,144.9562,Southern Metropolitan,3280.0,4.955827057601261,4.430816798843313,128.0
Albert Park,3.0,h,2000000.0,VB,RT,16/04/2016,3.3,3206.0,3.0,2.0,1.0,Port Phillip,-37.847,144.9575,Southern Metropolitan,3280.0,5.356586274672012,4.997212273764115,118.0
Albert Park,3.0,h,1900000.0,S,Greg,18/03/2017,3.3,3206.0,3.0,1.0,0.0,Port Phillip,-37.8468,144.9546,Southern Metropolitan,3280.0,5.3471075307174685,4.763108785545953,118.0
Albert Park,3.0,h,3010000.0,S,Greg,18/03/2017,3.3,3206.0,3.0,2.0,0.0,Port Phillip,-37.8473,144.9551,Southern Metropolitan,3280.0,4.997212273764115,4.990432586778736,128.0
Albert Park,4.0,h,2800000.0,VB,Cayzer,18/06/2016,3.3,3206.0,4.0,3.0,1.0,Port Phillip,-37.8467,144.9475,Southern Metropolitan,3280.0,5.793013608384144,5.541263545158426,108.0
Albert Park,2.0,u,647000.0,S,Greg,22/05/2016,3.3,3206.0,2.0,1.0,1.0,Port Phillip,-37.846,144.9542,Southern Metropolitan,3280.0,6.28896640207525,4.216250511198879,45.08503004020804
Albert Park,3.0,h,2100000.0,SP,Marshall,23/04/2016,3.3,3206.0,2.0,1.0,1.0,Port Phillip,-37.8427,144.9546,Southern Metropolitan,3280.0,4.795790545596741,4.820281565605037,118.0
Albert Park,3.0,h,2000000.0,PI,Marshall,24/09/2016,3.3,3206.0,3.0,1.0,1.0,Port Phillip,-37.8461,144.9528,Southern Metropolitan,3280.0,5.476463551931511,4.882801922586371,128.0
Albert Park,1.0,u,442500.0,S,Marshall,25/02/2017,3.3,3206.0,1.0,1.0,0.0,Port Phillip,-37.8421,144.9517,Southern Metropolitan,3280.0,6.461265616234651,3.5553480614894135,48.0
Albert Park,4.0,h,4735000.0,S,Marshall,25/02/2017,3.3,3206.0,4.0,2.0,1.0,Port Phillip,-37.8477,144.9558,Southern Metropolitan,3280.0,5.802118375377063,5.337538079701318,108.0
Albert Park,2.0,h,1340000.0,S,Greg,25/02/2017,3.3,3206.0,2.0,1.0,0.0,Port Phillip,-37.846,144.9517,Southern Metropolitan,3280.0,4.919980925828125,4.468276798522644,122.271448933074
Albert Park,3.0,h,1801000.0,S,hockingstuart,25/02/2017,3.3,3206.0,3.0,1.0,1.0,Port Phillip,-37.8429,144.9493,Southern Metropolitan,3280.0,5.313205979041787,4.7238726200771275,118.08546846032755
Albert Park,3.0,h,1532000.0,S,Chisholm,26/07/2016,3.3,3206.0,3.0,3.0,1.0,Port Phillip,-37.8415,144.9585,Southern Metropolitan,3280.0,5.490939622122617,4.842133031659674,104.4168641615031
Albert Park,3.0,h,3754999.9999999995,S,Greg,26/07/2016,3.3,3206.0,3.0,2.0,2.0,Port Phillip,-37.8413,144.95,Southern Metropolitan,3280.0,5.786897381366708,5.440732749970593,51.60186448262107
Albert Park,4.0,h,2140000.0,S,Greg,27/06/2016,3.3,3206.0,3.0,2.0,1.0,Port Phillip,-37.8434,144.9495,Southern Metropolitan,3280.0,5.214935757608986,4.983606621708336,138.0
Albert Park,2.0,h,1750000.0,S,Marshall,27/11/2016,3.3,3206.0,2.0,1.0,1.0,Port Phillip,-37.8416,144.9488,Southern Metropolitan,3280.0,5.093750200806762,4.592964669378556,119.64288378395554
Albert Park,2.0,h,980000.0,S,Greg,28/05/2016,3.3,3206.0,2.0,1.0,0.0,Port Phillip,-37.8387,144.9519,Southern Metropolitan,3280.0,4.382026634673881,4.23410650459726,128.0
Albert Park,3.0,h,2030000.0,S,hockingstuart,28/08/2016,3.3,3206.0,3.0,2.0,0.0,Port Phillip,-37.8488,144.9551,Southern Metropolitan,3280.0,5.030437921392435,4.993212354409158,124.3076374648067
Albert Park,3.0,h,1740000.0,PI,Marshall,28/08/2016,3.3,3206.0,3.0,2.0,2.0,Port Phillip,-37.8448,144.9453,Southern Metropolitan,3280.0,4.997212273764115,4.90527477843843,128.0
Albert Park,3.0,h,2800000.0,VB,Buxton,30/07/2016,3.3,3206.0,3.0,3.0,1.0,Port Phillip,-37.8399,144.9577,Southern Metropolitan,3280.0,5.4229102808305045,5.037775233733066,127.82613172503511
Albert Park,1.0,h,985000.0,S,Marshall,30/07/2016,3.3,3206.0,1.0,1.0,0.0,Port Phillip,-37.8411,144.9497,Southern Metropolitan,3280.0,4.406719247264253,4.007333185232471,118.0
Alphington,4.0,h,2000000.0,S,Brace,3/09/2016,6.4,3078.0,3.0,2.0,4.0,Darebin,-37.7707,145.0318,Northern Metropolitan,2211.0,6.74993119378857,5.575949103146316,88.0
Alphington,3.0,h,1110000.0,S,Jellis,3/09/2016,6.4,3078.0,3.0,2.0,2.0,Yarra,-37.7854,145.0325,Northern Metropolitan,2211.0,5.342334251964811,4.720204658115581,5.0
Alphington,3.0,h,1492000.0,S,Jellis,4/03/2017,6.4,3078.0,3.0,2.0,2.0,Darebin,-37.7713,145.0279,Northern Metropolitan,2211.0,6.021023349349527,4.960640797340285,37.865459013203235
Alphington,4.0,h,1717500.0,S,Collins,8/10/2016,6.4,3078.0,4.0,2.0,1.0,Darebin,-37.7717,145.031,Northern Metropolitan,2211.0,6.396929655216146,5.318119993844216,93.0
Alphington,5.0,h,2840000.0,S,Nelson,12/06/2016,6.4,3078.0,5.0,4.0,4.0,Darebin,-37.775,145.0268,Northern Metropolitan,2211.0,6.697034247666484,5.111987788356544,108.0
Alphington,2.0,u,525500.0,S,Miles,12/11/2016,6.4,3078.0,2.0,1.0,1.0,Darebin,-37.7791,145.0306,Northern Metropolitan,2211.0,4.48863636973214,4.110873864173311,58.0
Alphington,2.0,t,805000.0,S,Miles,12/11/2016,6.4,3078.0,2.0,2.0,3.0,Darebin,-37.7804,145.0308,Northern Metropolitan,2211.0,5.049856007249537,4.948759890378168,14.0
Alphington,2.0,u,465000.0,S,McGrath,12/11/2016,6.4,3078.0,2.0,1.0,1.0,Darebin,-37.7773,145.0314,Northern Metropolitan,2211.0,4.9932345956782935,4.124538730029864,54.45513956362629
