longitude,latitude,housing_median_age,ocean_proximity,median_house_value,total_rooms_log,total_bedrooms_log,population_log,households_log,median_income_log
-122.29,37.82,2.0,NEAR BAY,60000.0,5.0689042022202315,3.784189633918261,4.553876891600541,4.060443010546419,1.270462545594769
-122.29,37.83,52.0,NEAR BAY,75700.0,7.022868086082641,5.356586274672012,6.318968113746434,5.236441962829949,1.479989601247184
-122.29,37.82,49.0,NEAR BAY,75000.0,4.912654885736052,3.4011973816621555,4.465908118654584,3.1780538303479458,1.962668932870268
-122.29,37.81,50.0,NEAR BAY,86100.0,6.634633357861686,5.25227342804663,5.934894195619588,4.812184355372417,0.6424326660154439
-122.3,37.81,52.0,NEAR BAY,76100.00000000001,7.110696122978827,5.472270673671475,6.257667587882639,5.075173815233827,0.7843580606133294
-122.3,37.81,48.0,NEAR BAY,73500.0,6.720220155135295,5.209486152841421,5.973809611869261,4.897839799950911,1.2792101385102164
-122.3,37.81,52.0,NEAR BAY,78400.00000000001,6.918695219020472,5.3471075307174685,6.405228458030842,5.236441962829949,0.7732052727305244
-122.3,37.81,48.0,NEAR BAY,84400.0,7.283448228756631,5.872117789475416,6.670766320845874,5.808142489980444,0.5908929465211888
-122.29,37.8,52.0,NEAR BAY,81300.00000000001,6.93537044601511,5.501258210544727,6.20050917404269,4.997212273764115,1.2835415535450607
-122.3,37.81,52.0,NEAR BAY,85000.0,6.35088571671474,4.700480365792417,5.616771097666572,4.418840607796598,1.0478802402613363
-122.29,37.81,46.0,NEAR BAY,129200.0,7.938088726896952,6.4692503167957724,7.508787170634276,6.416732282512326,0.6831978497062772
-122.29,37.81,26.0,NEAR BAY,82500.00000000001,6.645090969505644,5.030437921392435,5.973809611869261,4.852030263919617,1.019533005640862
-122.29,37.81,46.0,NEAR BAY,95200.0,6.841615476477592,5.697093486505405,6.368187186350492,5.627621113690637,0.5473118323364007
-122.29,37.81,49.0,NEAR BAY,75000.0,6.739336627357174,5.3230099791384085,6.329720905522696,5.030437921392435,1.0116009116784799
-122.29,37.81,46.0,NEAR BAY,67500.0,2.5649493574615363,1.6094379124341005,2.9444389791664403,2.0794415416798357,0.40539843921917673
-122.29,37.81,20.0,NEAR BAY,137500.0,6.728628613084702,5.087596335232384,5.673323267171493,4.897839799950911,1.2478939913838643
-122.28,37.81,17.0,NEAR BAY,177500.0,7.121252453244542,6.137727054086234,6.637258031284457,6.0867747269123065,0.6544583259448334
-122.28,37.81,36.0,NEAR BAY,102100.0,7.977625098784593,6.333279628139691,7.1204443723924875,6.234410725718371,1.2373302079799324
-122.28,37.81,19.0,NEAR BAY,108300.0,7.0967213784947605,5.497168225293202,6.582025138892826,5.337538079701318,0.7472091386584758
-122.29,37.81,23.0,NEAR BAY,112500.0,7.465082736399547,5.926926025970411,6.961296045910167,5.786897381366708,0.5892300671401723
-122.28,37.8,38.0,NEAR BAY,131300.0,6.529418838262226,5.176149732573829,5.84354441703136,5.049856007249537,1.102405086906806
-122.28,37.81,17.0,NEAR BAY,162500.0,6.829793737512425,5.66988092298052,6.413458957167357,5.66988092298052,0.9162907318741551
-122.27,37.81,52.0,NEAR BAY,112500.0,5.351858133476067,4.04305126783455,5.214935757608986,4.04305126783455,0.7732052727305244
-122.28,37.81,52.0,NEAR BAY,112500.0,5.831882477283517,4.584967478670572,5.303304908059076,4.477336814478207,0.9245763114609278
-122.28,37.81,52.0,NEAR BAY,137500.0,5.958424693029782,5.10594547390058,5.849324779946859,5.049856007249537,0.5919446750507826
-122.28,37.81,35.0,NEAR BAY,118800.0,6.855408798609928,5.220355825078324,6.148468295917647,5.135798437050262,1.0327573458720853
-122.28,37.81,52.0,NEAR BAY,98200.0,6.651571873589727,4.969813299576001,5.934894195619588,4.7535901911063645,1.2262136332618314
-122.27,37.81,40.0,NEAR BAY,118800.0,6.78105762593618,6.113682179832232,6.368187186350492,5.942799375126701,0.6815805441884799
-122.27,37.81,10.0,NEAR BAY,162500.0,6.775366090936392,5.855071922202427,6.304448802421981,5.802118375377063,0.5653138090500603
-122.27,37.8,10.0,NEAR BAY,137500.0,4.663439094112067,3.7612001156935624,4.836281906951478,3.6888794541139363,0.6791496709160917
-122.27,37.8,52.0,NEAR BAY,500001.0,5.521460917862246,4.3694478524670215,5.983936280687191,4.454347296253507,0.807992572228986
-122.27,37.8,16.0,NEAR BAY,162500.0,6.902742737158593,5.973809611869261,6.68586094706836,5.8944028342648505,1.1294001088204275
-122.28,37.8,52.0,NEAR BAY,137500.0,5.375278407684165,4.477336814478207,6.807934943699926,4.48863636973214,0.6242257350935235
-122.28,37.8,52.0,NEAR BAY,162500.0,4.574710978503383,3.4657359027997265,5.2574953720277815,3.5553480614894135,0.5596157879354227
-122.27,37.79,27.0,NEAR BAY,187500.0,6.962243464266207,5.8522024797744745,6.577861357721047,5.713732805509369,1.2907191461968615
-122.27,37.8,39.0,NEAR BAY,179200.0,7.447751280047908,6.436150368369428,7.191429330036379,6.148468295917647,1.046511650922738
-122.26,37.8,36.0,NEAR BAY,130000.0,8.58110651715989,7.815207062189088,8.151909872940905,7.751045117971802,1.101807179564629
-122.26,37.82,31.0,NEAR BAY,183800.0,8.433159195806228,7.194436851100335,7.6251071482389,7.074116816197362,1.3440390482227769
-122.26,37.81,29.0,NEAR BAY,125000.0,5.817111159963204,4.68213122712422,5.313205979041787,4.5217885770490405,1.1006768227169887
-122.26,37.82,22.0,NEAR BAY,170000.0,8.211482916445066,7.147559271189454,7.613324979540639,7.1316985104669115,0.7968312918368271
-122.26,37.82,37.0,NEAR BAY,193100.0,8.198089248956116,6.990256500493881,7.516977224604321,6.8885724595653635,1.2838185695306543
-122.25,37.81,29.0,NEAR BAY,257800.0,8.446126742982377,7.254884810077338,7.742835955430749,7.1316985104669115,1.2502455166566147
-122.25,37.81,28.0,NEAR BAY,273400.0,8.66681936537205,7.38025578842646,7.849323818040561,7.311886164077165,1.4392899557718344
-122.25,37.81,39.0,NEAR BAY,237500.0,6.75110146893676,5.493061443340548,5.966146739123692,5.43372200355424,1.4170660197866443
-122.25,37.81,52.0,NEAR BAY,350000.0,7.6760099320288875,6.553933404025811,6.79794041297493,6.419994928147142,1.2752231258541027
-122.26,37.81,34.0,NEAR BAY,335700.0,8.677950570294351,7.557472901614746,7.897296472595885,7.489970898834801,1.3456286043938757
-122.24,37.82,52.0,NEAR BAY,313400.0,7.31986492980897,5.420534999272286,6.51471269087253,5.501258210544727,1.7801253883296873
-122.24,37.81,52.0,NEAR BAY,268500.0,7.614312146452,6.180016653652572,6.565264970035361,6.124683390894205,1.4522459459125934
-122.25,37.81,52.0,NEAR BAY,259400.0,7.472500744737558,6.133398042996649,6.532334292222349,6.0473721790462776,1.427700185178509
-122.24,37.82,52.0,NEAR BAY,275700.0,8.155362120328135,6.62273632394984,7.275864600546533,6.577861357721047,1.589235205116581
-122.25,37.82,28.0,NEAR BAY,225000.0,8.11312710422178,6.752270376141742,7.327123292259293,6.688354713946762,1.5905200935794552
-122.25,37.82,52.0,NEAR BAY,262500.0,7.261927092702751,5.66988092298052,6.311734809152915,5.537334267018537,1.8069271889089857
-122.25,37.82,32.0,NEAR BAY,218500.0,8.245384468120747,7.002155954403621,7.499423290592229,6.930494765951626,1.292780067745746
-122.25,37.82,26.0,NEAR BAY,255000.0,8.283999304248526,7.087573705557973,7.4673710669175595,7.1049654482698426,1.392102461402867
-122.25,37.83,52.0,NEAR BAY,224100.0,7.773594467360194,6.327936783729195,6.84587987526405,6.253828811575473,1.4227227177334423
-122.25,37.83,35.0,NEAR BAY,243100.0,7.3864708488298945,6.061456918928017,6.516193076042964,6.0473721790462776,1.4978804575719085
-122.25,37.83,52.0,NEAR BAY,231600.0,7.154615356913663,5.662960480135946,6.282266746896006,5.676753802268282,1.4213960257052396
-122.25,37.83,28.0,NEAR BAY,218500.0,8.521782643750045,7.467942332285852,7.847371836159788,7.415776975415394,1.230634209279427
-122.25,37.83,52.0,NEAR BAY,234100.0,8.340694647925071,7.00850518208228,7.488293515159428,6.945051063725834,1.4084716177312429
-122.23,37.84,50.0,NEAR BAY,327600.0,7.830425617820331,5.991464547107982,6.878326468291325,5.924255797414532,1.925649130999855
-122.23,37.84,47.0,NEAR BAY,347600.0,8.063377822367027,6.12029741895095,7.002155954403621,6.186208623900494,1.8384521972200374
-122.24,37.83,41.0,NEAR BAY,366100.0,7.854381210652365,6.008813185442595,6.678342114654332,5.932245187448011,1.9396045964920368
-122.24,37.85,37.0,NEAR BAY,335000.0,5.814130531825066,4.007333185232471,4.59511985013459,3.871201010907891,1.7857916974482635
-122.23,37.85,52.0,NEAR BAY,373600.0,7.937731775260109,6.021023349349527,6.967909201801884,6.0014148779611505,1.9938019506342106
-122.24,37.84,52.0,NEAR BAY,389500.0,8.169053149927343,6.354370040797351,7.071573364211532,6.320768294250582,1.8208812828000736
-122.24,37.85,52.0,NEAR BAY,391100.0,7.868254265520613,5.902633333401366,6.804614520062624,5.908082938168931,2.108441935613293
-122.22,37.85,28.0,NEAR BAY,337300.0,8.573195381531523,6.955592608396297,7.616775808698373,6.863803391452954,1.86516481364433
-122.22,37.84,50.0,NEAR BAY,295200.0,7.984803389734406,6.161207321695077,6.939253946041508,6.173786103901937,2.1400661634962708
-122.21,37.84,44.0,NEAR BAY,292300.0,8.138856750696325,6.393590753950631,7.214504414151143,6.393590753950631,1.9486777442994738
-122.21,37.83,40.0,NEAR BAY,411500.0,8.515591910049263,6.51471269087253,7.388327859577107,6.484635235635252,2.1464457704603097
-122.2,37.84,30.0,NEAR BAY,311500.0,7.701652362642226,5.849324779946859,6.739336627357174,5.840641657373398,1.9553794590030928
-122.21,37.84,34.0,NEAR BAY,325900.0,8.019283792916793,6.19644412779452,7.039660349862076,6.208590026096629,2.0862681870221134
-122.19,37.84,18.0,NEAR BAY,392600.0,7.388946097618437,5.351858133476067,6.280395838960195,5.272999558563747,2.5338317254913827
-122.2,37.84,35.0,NEAR BAY,319300.0,7.960672608388117,6.133398042996649,6.9782137426306985,6.095824562432225,2.1386769637108065
-122.21,37.83,34.0,NEAR BAY,333300.0,8.53030683056162,6.670766320845874,7.395107546562485,6.642486801367256,2.0665589158488222
-122.19,37.83,28.0,NEAR BAY,335200.0,7.190676034332207,5.220355825078324,6.139884552226255,5.25227342804663,2.2197359509649774
-122.2,37.83,26.0,NEAR BAY,351200.0,7.371489295214277,5.4116460518550396,6.297109319933935,5.356586274672012,2.240816066596414
-122.19,37.83,29.0,NEAR BAY,368900.0,7.491087593534876,5.605802066295998,6.495265555937008,5.598421958998375,2.060997491100239
-122.19,37.82,32.0,NEAR BAY,365900.0,7.515344571180436,5.579729825986222,6.455198563340122,5.575949103146316,2.2318406884682878
-122.2,37.82,37.0,NEAR BAY,366700.0,7.114769448366463,5.204006687076795,6.042632833682381,5.176149732573829,2.081626652585173
-122.2,37.82,39.0,NEAR BAY,362800.0,8.235095497258357,6.282266746896006,7.143617602704121,6.2166061010848646,1.992002800655932
-122.18,37.81,30.0,NEAR BAY,483300.0,5.680172609017068,3.6635616461296463,4.844187086458591,3.970291913552122,1.99638596654251
-122.21,37.82,52.0,NEAR BAY,331400.0,7.773173680482536,5.811140992976701,6.70196036600254,5.860786223465865,2.086280601902589
-122.2,37.81,45.0,NEAR BAY,323500.0,7.994632311431825,6.07993319509559,6.97354301952014,6.056784013228625,2.05221165041862
-122.21,37.8,50.0,NEAR BAY,216700.0,7.949444420250626,6.406879986069314,7.13966033596492,6.315358001522335,1.3591543811676512
-122.21,37.8,38.0,NEAR BAY,233100.0,7.720905251936779,6.284134161070802,6.858565034791365,6.1903154058531475,1.406391062819013
-122.21,37.81,52.0,NEAR BAY,296400.0,7.237059026124737,5.3612921657094255,6.236369590203704,5.41610040220442,1.8310122331497563
-122.22,37.81,52.0,NEAR BAY,273700.0,7.586803535162581,5.817111159963204,6.641182169740591,5.733341276897746,2.0177921762429585
-122.22,37.8,52.0,NEAR BAY,227700.0,7.688913336864796,6.144185634125646,7.029972911706386,6.133398042996649,1.4500200520004354
-122.22,37.8,52.0,NEAR BAY,199600.0,7.734996194022781,6.142037405587356,6.97914527506881,6.091309882077698,1.3937167469355287
-122.22,37.8,52.0,NEAR BAY,239800.0,7.909122183211411,6.295266001439646,7.078341579557671,6.246106765481563,1.7124997882424229
-122.22,37.81,52.0,NEAR BAY,270100.0,7.613324979540639,5.8289456176102075,6.6293632534374485,5.831882477283517,1.6237352171349249
-122.22,37.81,52.0,NEAR BAY,302100.0,7.987864096085687,6.285998094508865,6.942156705699469,6.257667587882639,1.8485965351449938
-122.23,37.8,52.0,NEAR BAY,269500.0,7.617759576608505,6.18826412308259,6.669498089857879,6.131226489483141,1.4255871870575978
-122.23,37.81,52.0,NEAR BAY,314700.0,7.2682230211595655,5.438079308923196,6.418364935936212,5.365976015021851,1.7528107190894804
-122.22,37.81,52.0,NEAR BAY,390100.0,7.982074875081202,5.998936561946683,6.92951677076365,5.942799375126701,2.2144530883357127
-122.23,37.81,52.0,NEAR BAY,410300.0,7.7475968386928855,5.680172609017068,6.759255270663693,5.556828061699537,2.290441659047353
-122.24,37.81,52.0,NEAR BAY,352400.0,7.818430272070656,5.749392985908253,6.860663671448287,5.793013608384144,2.061672096068259
-122.24,37.81,52.0,NEAR BAY,287300.0,7.307202314764738,5.476463551931511,6.453624998892692,5.54907608489522,1.9502151549200277
-122.23,37.81,52.0,NEAR BAY,348700.0,7.942717540573791,5.902633333401366,6.778784897685177,5.8664680569332965,2.1410068973379905
-122.24,37.81,52.0,NEAR BAY,243800.0,7.646831391430482,6.311734809152915,6.823286122355687,6.182084906716632,1.3211423184831543
-122.24,37.8,52.0,NEAR BAY,211500.0,6.790097235513905,5.1298987149230735,5.8888779583328805,5.170483995038151,1.1613992767668744
-122.25,37.8,52.0,NEAR BAY,218400.0,7.643961949002529,6.236369590203704,7.088408778675395,6.192362489474872,1.3900124404883014
-122.24,37.81,52.0,NEAR BAY,269900.0,7.829630389150193,6.220590170099739,6.955592608396297,6.251903883165888,1.5422291627406504
-122.25,37.81,46.0,NEAR BAY,218800.0,8.081165777725433,6.728628613084702,7.2254814727822945,6.617402977974478,1.441019260809137
-122.25,37.8,42.0,NEAR BAY,225000.0,8.323851131338817,6.97166860472579,7.447751280047908,6.923628628138427,1.3697838089929009
-122.25,37.8,43.0,NEAR BAY,250000.0,7.768533300926033,6.675823221634848,7.215239978730097,6.583409222158765,1.1451459405736646
-122.25,37.8,41.0,NEAR BAY,171400.0,7.294377299288821,6.152732694704104,6.968850378341948,6.025865973825314,0.9601544955205427
-122.25,37.8,29.0,NEAR BAY,193800.0,7.81156848934518,6.762729506931879,7.197435354096591,6.651571873589727,0.8725060195031332
-122.24,37.79,27.0,NEAR BAY,125000.0,7.398174092970465,6.20050917404269,7.066466970136958,6.063785208687608,1.1991511990467187
-122.25,37.79,45.0,NEAR BAY,97500.0,7.488293515159428,6.267200548541362,7.297091005160418,6.133398042996649,1.0214432258969812
-122.25,37.79,50.0,NEAR BAY,125000.0,6.4457198193855785,5.241747015059643,6.610696044717759,5.2832037287379885,1.293575820116684
-122.25,37.79,52.0,NEAR BAY,138800.0,7.200424892944957,5.971261839790462,6.99117688712121,5.8971538676367405,1.157195612767007
-122.25,37.8,36.0,NEAR BAY,116700.0,7.425953657077541,6.408528791059498,7.406103381237015,6.298949246855942,1.1725750121785201
-122.25,37.8,43.0,NEAR BAY,151800.0,7.76004068088038,6.473890696352274,7.444833273892193,6.4692503167957724,0.974710572003549
-122.24,37.8,52.0,NEAR BAY,127000.0,6.904750769961838,5.43372200355424,6.595780513961311,5.43372200355424,1.1846982375812385
-122.24,37.8,52.0,NEAR BAY,128600.0,7.3727463664043285,5.924255797414532,7.020190708311925,5.8522024797744745,1.1494004555002146
-122.24,37.8,52.0,NEAR BAY,140600.0,7.369600720526409,5.988961416889864,6.914730892718563,5.817111159963204,1.1425653761965724
-122.24,37.8,47.0,NEAR BAY,182700.0,7.624130585661289,6.3784261836515865,7.101675971619444,6.318968113746434,1.2890122383133369
-122.23,37.8,52.0,NEAR BAY,146900.0,7.084226422097916,5.66988092298052,6.650279048587422,5.552959584921617,1.2188515645544045
-122.24,37.8,52.0,NEAR BAY,122800.0,7.4977617006225685,6.042632833682381,7.186901020411631,5.996452088619021,1.3754861624032872
-122.24,37.8,49.0,NEAR BAY,169300.0,7.951207156472972,6.620073206530356,7.305188215393037,6.519147287940395,1.2595399527743918
-122.23,37.8,52.0,NEAR BAY,126600.0,6.664409020350408,5.220355825078324,6.192362489474872,5.231108616854587,1.0775588794702773
-122.23,37.8,51.0,NEAR BAY,127900.0,7.372118028337787,6.028278520230698,6.856461984594587,5.973809611869261,1.0656757884218448
-122.23,37.8,50.0,NEAR BAY,123500.0,7.465655310134056,6.175867270105761,7.047517221357296,6.030685260261263,1.1786549963416462
-122.23,37.8,52.0,NEAR BAY,111900.0,7.133295954896068,5.703782474656201,6.739336627357174,5.638354669333745,1.2216850129245065
-122.23,37.79,43.0,NEAR BAY,112800.0,8.69349667588463,7.20414929203594,8.38206051742474,7.116394144093465,1.160553690208293
-122.23,37.79,52.0,NEAR BAY,107900.0,7.486613313139955,5.981414211254481,7.414572881350589,6.023447592961033,1.3700887567729574
-122.23,37.79,30.0,NEAR BAY,137500.0,6.907755278982137,5.579729825986222,6.919683849847411,5.575949103146316,1.0596635385295348
-122.24,37.79,39.0,NEAR BAY,105500.0,7.293017679772782,6.068425588244111,7.289610521451167,5.966146739123692,1.151773836782342
-122.24,37.79,47.0,NEAR BAY,95500.0,7.224753405767971,5.981414211254481,7.121252453244542,5.717027701406222,1.1394342831883648
-122.24,37.79,52.0,NEAR BAY,116100.0,6.51471269087253,5.198497031265826,6.473890696352274,5.1298987149230735,1.4759065198095778
-122.24,37.79,43.0,NEAR BAY,112200.0,7.394493107219038,5.932245187448011,7.158513997329321,5.8805329864007,1.1799464697230815
-122.25,37.79,51.0,NEAR BAY,75000.0,5.170483995038151,3.784189633918261,5.43372200355424,4.02535169073515,1.1314021114911006
-122.25,37.79,39.0,NEAR BAY,112500.0,6.135564891081739,4.867534450455582,5.945420608606575,4.820281565605037,0.9555114450274363
-122.25,37.79,52.0,NEAR BAY,125000.0,6.805722553416985,5.472270673671475,6.741700694652055,5.429345628954441,1.5314763709643886
-122.26,37.8,20.0,NEAR BAY,115000.0,7.772331575169614,6.659293919683638,7.414572881350589,6.517671272912275,0.9906186798314257
-122.22,37.77,52.0,NEAR BAY,95000.0,5.971261839790462,4.859812404361672,6.255750041753367,4.9344739331306915,0.9734647011486728
-122.22,37.77,52.0,NEAR BAY,96400.0,7.037027614686276,5.71042701737487,6.7650389767805414,5.560681631015528,1.2781522025001875
-122.23,37.77,52.0,NEAR BAY,72000.0,6.646390514847729,5.332718793265369,6.418364935936212,5.214935757608986,1.2725655957915476
-122.23,37.78,52.0,NEAR BAY,71300.0,6.159095388491933,4.990432586778736,6.030685260261263,4.844187086458591,1.292780067745746
-122.23,37.78,52.0,NEAR BAY,80799.99999999999,6.760414691083428,5.375278407684165,6.902742737158593,5.365976015021851,1.3926988087928849
-122.22,37.78,50.0,NEAR BAY,128800.0,7.560601162768557,6.274762021241939,7.330405211844402,6.169610732491456,0.9117203033593938
-122.23,37.78,43.0,NEAR BAY,112500.0,7.259116128097101,6.159095388491933,7.317876198626496,6.0844994130751715,1.0762985110715253
-122.23,37.78,52.0,NEAR BAY,119400.0,6.894670039433482,5.556828061699537,6.9167150203536085,5.545177444479562,0.9100311817030108
-122.23,37.78,44.0,NEAR BAY,118100.0,7.75833346749091,6.716594773520978,7.942362237674335,6.62273632394984,0.9558575389761697
-122.23,37.79,48.0,NEAR BAY,122500.0,7.436617265234227,5.983936280687191,7.301147805856032,5.840641657373398,1.1110348086666668
